parent_asin,happier_group
B07D4P4MD1,0% non-verified are happier
B07D4PM1XL,100% non-verified are happier
B07D4PTF32,100% non-verified are happier
B07D4QCBX4,100% verified are happier
B07D4RGJM9,100% verified are happier
B07D4SR8GZ,100% verified are happier
B07D53RFQ2,0% non-verified are happier
B07D53X8H9,100% verified are happier
B07D53YRYX,100% verified are happier
B07D55GZ79,100% verified are happier
B07D55TDK1,100% verified are happier
B07D565S8Z,100% verified are happier
B07D5661H9,100% verified are happier
B07D578QG7,100% verified are happier
B07D579GTY,0% non-verified are happier
B07D59G1DG,100% verified are happier
B07D59SVT3,100% verified are happier
B07D5B7XGS,100% non-verified are happier
B07D5CRLXB,100% verified are happier
B07D5DGVTN,100% verified are happier
B07D5FPBLX,0% non-verified are happier
B07D5FQWQB,0% non-verified are happier
B07D5HPDVP,100% verified are happier
B07D5J7CGG,100% verified are happier
B07D5K96X5,100% verified are happier
B07D5KL9J3,100% verified are happier
B07D5KWR2V,100% verified are happier
B07D5L8SWC,100% verified are happier
B07D5N8XV3,100% verified are happier
B07D5PPLW5,0% non-verified are happier
B07D5RRJWY,100% verified are happier
B07D5S3VRP,100% verified are happier
B07D5W5X3Z,100% verified are happier
B07D5WT6WM,100% verified are happier
B07D5YPLDF,100% verified are happier
B07D5ZK87S,Sentiment is neutral for both
B07D61C6LM,100% verified are happier
B07D65QXZD,100% verified are happier
B07D67V54Y,100% verified are happier
B07D67XKD3,Sentiment is neutral for both
B07D683W21,0% verified are happier
B07D6FF579,100% verified are happier
B07D6FV86M,100% non-verified are happier
B07D6H67CC,100% verified are happier
B07D6H7RFX,100% verified are happier
B07D6J51CM,100% verified are happier
B07D6JJ5RL,100% verified are happier
B07D6JYF9J,100% verified are happier
B07D6K7YC8,100% verified are happier
B07D6KK5M4,100% verified are happier
B07D6KVXP4,100% verified are happier
B07D6KX6PF,100% verified are happier
B07D6KYSJH,100% verified are happier
B07D6KYTSJ,100% verified are happier
B07D6L3CXL,100% verified are happier
B07D6L78VZ,100% verified are happier
B07D6LTMQH,100% verified are happier
B07D6LWPLR,100% verified are happier
B07D6MFTDZ,100% verified are happier
B07D6N3RZJ,100% verified are happier
B07D6NMKGM,100% verified are happier
B07D6PK69V,100% verified are happier
B07D6PLWZQ,100% verified are happier
B07D6Q5GJZ,100% verified are happier
B07D6QGDMT,100% verified are happier
B07D6R8CZ4,100% verified are happier
B07D6RZB5Y,100% verified are happier
B07D6S5Y62,Sentiment is neutral for both
B07D6SWYV4,100% verified are happier
B07D6TVHD3,100% verified are happier
B07D6V4JL3,100% verified are happier
B07D6V9J9D,100% verified are happier
B07D6VJF3L,100% verified are happier
B07D6XBZX9,100% verified are happier
B07D6YZRGG,0% non-verified are happier
B07D71YSNG,100% verified are happier
B07D721MZP,100% non-verified are happier
B07D72TRP8,100% verified are happier
B07D73M39G,Sentiment is neutral for both
B07D74C2FV,100% verified are happier
B07D74DK99,100% verified are happier
B07D754P47,Sentiment is neutral for both
B07D75ZRPC,Sentiment is neutral for both
B07D77KNGC,100% verified are happier
B07D77TVNP,100% verified are happier
B07D78JYSH,100% verified are happier
B07D78N9PH,100% verified are happier
B07D78YV94,100% verified are happier
B07D791VTH,100% verified are happier
B07D792QLR,100% verified are happier
B07D797BK4,0% non-verified are happier
B07D7CJ2ZP,0% non-verified are happier
B07D7DBK14,100% verified are happier
B07D7DCBTB,100% verified are happier
B07D7FN9S8,100% verified are happier
B07D7FSX5C,95% verified are happier
B07D7GLRYZ,100% verified are happier
B07D7H6HV1,100% verified are happier
B07D7HL4LD,Sentiment is neutral for both
B07D7HMVQW,100% verified are happier
B07D7HTM1R,100% verified are happier
B07D7HXF5S,100% verified are happier
B07D7J2KNV,100% verified are happier
B07D7J6H27,100% verified are happier
B07D7JR5Q5,77% verified are happier
B07D7JTR5M,Sentiment is neutral for both
B07D7L6Q24,100% non-verified are happier
B07D7MNHD3,100% verified are happier
B07D7N2SN7,100% verified are happier
B07D7N7B1G,0% non-verified are happier
B07D7NT5YT,0% non-verified are happier
B07D7NWF7Y,0% non-verified are happier
B07D7NXTMD,100% verified are happier
B07D7Q4LV7,100% verified are happier
B07D7QWKWZ,100% verified are happier
B07D7RJBMS,100% verified are happier
B07D7S45HS,100% verified are happier
B07D7SQPP1,100% verified are happier
B07D7T29K3,0% non-verified are happier
B07D7T3Z88,100% verified are happier
B07D7T5ZWY,100% verified are happier
B07D7TPHGJ,100% verified are happier
B07D7TTQR9,100% verified are happier
B07D7TYR3Y,100% verified are happier
B07D7V1RH7,100% verified are happier
B07D7VC6PJ,100% verified are happier
B07D7VDBGC,100% verified are happier
B07D7VF3ZT,100% verified are happier
B07D7W3TNX,100% verified are happier
B07D7WB722,Sentiment is neutral for both
B07D7WLXVL,100% verified are happier
B07D7ZFYH6,100% verified are happier
B07D81PKX6,100% verified are happier
B07D84Z99X,100% verified are happier
B07D8597KX,-487% non-verified are happier
B07D8BTKP2,100% verified are happier
B07D8DPMBS,79% verified are happier
B07D8H4SQC,100% verified are happier
B07D8HFP51,100% verified are happier
B07D8JP5MD,100% verified are happier
B07D8K41KF,100% verified are happier
B07D8LS6NZ,100% verified are happier
B07D8M3KYF,100% verified are happier
B07D8MPQPV,100% verified are happier
B07D8PNN7J,0% non-verified are happier
B07D8QSD8J,0% non-verified are happier
B07D8R5VWX,100% verified are happier
B07D8RY4D9,100% verified are happier
B07D8SCKP2,Sentiment is neutral for both
B07D8SYBWD,100% verified are happier
B07D8V5W7N,100% verified are happier
B07D8WTQBS,0% verified are happier
B07D8WZPKK,100% verified are happier
B07D8YDMKM,100% verified are happier
B07D8YF4N4,100% verified are happier
B07D914DSJ,Sentiment is neutral for both
B07D921RMB,100% verified are happier
B07D9238F6,100% verified are happier
B07D92SHKV,0% non-verified are happier
B07D93JCW1,100% verified are happier
B07D95BK97,0% non-verified are happier
B07D95HNVN,100% verified are happier
B07D95WBG5,100% verified are happier
B07D97P2T6,Sentiment is neutral for both
B07D985S4C,100% verified are happier
B07D98BNBB,100% verified are happier
B07D991LJG,100% verified are happier
B07D99H72X,100% verified are happier
B07D99MW1N,100% verified are happier
B07D99YL79,100% verified are happier
B07D9BJ6RR,100% verified are happier
B07D9BXLHV,100% verified are happier
B07D9CBGJ1,100% verified are happier
B07D9CPYR1,100% verified are happier
B07D9DGVN3,100% verified are happier
B07D9DK7J5,100% verified are happier
B07D9FT3Y2,Sentiment is neutral for both
B07D9FTBCR,100% verified are happier
B07D9FTZZX,0% non-verified are happier
B07D9GDSR7,100% verified are happier
B07D9K9LBV,100% verified are happier
B07D9KCYFC,100% verified are happier
B07D9LVCNG,88% verified are happier
B07D9MRHP7,0% non-verified are happier
B07D9MXTLD,100% verified are happier
B07D9NTHMN,100% verified are happier
B07D9PD429,100% verified are happier
B07D9PJW32,100% verified are happier
B07D9RP31Q,100% verified are happier
B07D9T7XQ4,100% verified are happier
B07D9TJSRS,100% non-verified are happier
B07D9TNBYC,100% verified are happier
B07D9TQPQQ,100% verified are happier
B07D9TSJPK,0% non-verified are happier
B07D9V2WLK,Sentiment is neutral for both
B07D9WHCTW,100% verified are happier
B07D9WKL4K,100% verified are happier
B07DB3GLCD,100% verified are happier
B07DB4C786,100% verified are happier
B07DB52819,100% verified are happier
B07DB66S2Z,100% verified are happier
B07DB6BMLP,100% verified are happier
B07DB73VLX,100% verified are happier
B07DB7J12F,0% non-verified are happier
B07DB7SM72,100% verified are happier
B07DBFJWFB,100% verified are happier
B07DBNXJ7L,100% verified are happier
B07DBPLJFX,100% verified are happier
B07DBRRPPY,100% verified are happier
B07DBTJGJS,100% verified are happier
B07DBTTLG2,100% verified are happier
B07DBV1GKD,100% verified are happier
B07DBW5K31,100% verified are happier
B07DBWJJ3Y,Sentiment is neutral for both
B07DBY2DRD,100% verified are happier
B07DBY3W9Y,100% verified are happier
B07DBZ2D6K,100% verified are happier
B07DBZM1HK,100% verified are happier
B07DC1LS7L,100% verified are happier
B07DC1V7VV,Sentiment is neutral for both
B07DC3VKF2,100% verified are happier
B07DC41J83,100% verified are happier
B07DC4KZMX,100% verified are happier
B07DC53NFP,100% verified are happier
B07DC5874D,0% non-verified are happier
B07DC5K7LS,100% verified are happier
B07DC61QF5,Sentiment is neutral for both
B07DC78Q16,100% verified are happier
B07DC7W2S7,100% verified are happier
B07DC8KY19,100% verified are happier
B07DC8VT72,100% verified are happier
B07DC9ZM81,Sentiment is neutral for both
B07DCB91HL,Sentiment is neutral for both
B07DCBJXP3,100% verified are happier
B07DCBNSSJ,100% verified are happier
B07DCC29C6,100% verified are happier
B07DCC4YF5,100% verified are happier
B07DCC5MRM,Sentiment is neutral for both
B07DCDWQTF,0% non-verified are happier
B07DCFRMNH,100% verified are happier
B07DCJF2FR,100% verified are happier
B07DCJSKL5,100% verified are happier
B07DCJT6PM,100% verified are happier
B07DCK9S8T,0% non-verified are happier
B07DCMBKS7,100% verified are happier
B07DCPG487,100% verified are happier
B07DCPJC24,100% verified are happier
B07DCSDC5M,100% verified are happier
B07DCTB7JQ,100% verified are happier
B07DCVYQM2,100% verified are happier
B07DCW3VCW,100% verified are happier
B07DCX4PC8,100% verified are happier
B07DCZL63D,100% verified are happier
B07DD27J7R,100% verified are happier
B07DD37QPZ,100% verified are happier
B07DD38K84,100% verified are happier
B07DD3YP3L,0% non-verified are happier
B07DD44BK8,100% verified are happier
B07DD4M9KD,100% verified are happier
B07DD4QD8Y,100% verified are happier
B07DD4R6DC,100% verified are happier
B07DD5Q279,100% verified are happier
B07DD6NFCX,100% verified are happier
B07DDBFXZ1,0% non-verified are happier
B07DDBZZHX,100% verified are happier
B07DDD23HL,100% verified are happier
B07DDD8XKD,100% verified are happier
B07DDDNJWY,100% verified are happier
B07DDDZRF7,0% non-verified are happier
B07DDGWWVC,100% verified are happier
B07DDHYVFS,100% verified are happier
B07DDJKK19,100% verified are happier
B07DDMXRWF,100% verified are happier
B07DDRGY8X,100% verified are happier
B07DF4JMKQ,100% verified are happier
B07DF5Y6HS,100% verified are happier
B07DF72S6R,100% verified are happier
B07DF72WBH,100% verified are happier
B07DF9TLHR,100% verified are happier
B07DFC556G,100% verified are happier
B07DFC8SLX,Sentiment is neutral for both
B07DFCF7BY,100% verified are happier
B07DFGY6W8,Sentiment is neutral for both
B07DFH6W2F,100% verified are happier
B07DFLSGZC,100% verified are happier
B07DFN3CK2,100% verified are happier
B07DFS1DFJ,100% verified are happier
B07DFS5DGY,100% verified are happier
B07DFSF3S5,100% verified are happier
B07DFTLGZS,100% verified are happier
B07DFV39DZ,100% verified are happier
B07DFXKVL4,100% verified are happier
B07DFXWZ7D,0% non-verified are happier
B07DFXYYJ4,100% verified are happier
B07DFYJ7HM,0% non-verified are happier
B07DG1LBQT,100% verified are happier
B07DG3W8L5,100% verified are happier
B07DGB22SY,100% verified are happier
B07DGBF64N,100% verified are happier
B07DGG2LLT,100% verified are happier
B07DGJ21LP,100% verified are happier
B07DGJRYMR,100% verified are happier
B07DGL23H5,100% verified are happier
B07DGLBS4W,100% verified are happier
B07DGMLLVJ,100% verified are happier
B07DGNFWVY,100% verified are happier
B07DGNJSMR,100% verified are happier
B07DGNSCPH,100% verified are happier
B07DGQ36B2,100% verified are happier
B07DGRMX31,100% verified are happier
B07DGSQX8L,Sentiment is neutral for both
B07DGTZVBT,100% verified are happier
B07DGW4H5Q,100% verified are happier
B07DGWM6RH,Sentiment is neutral for both
B07DGX57LH,100% verified are happier
B07DGXLQ99,100% verified are happier
B07DGYC914,100% verified are happier
B07DGZFZBK,100% verified are happier
B07DH11SJ8,100% verified are happier
B07DH2W542,100% verified are happier
B07DH65ZXF,100% verified are happier
B07DH7T7NF,100% verified are happier
B07DH8L9CT,100% verified are happier
B07DHD4RGY,100% verified are happier
B07DHDG3QT,Sentiment is neutral for both
B07DHDJ8XK,Sentiment is neutral for both
B07DHDVBQ8,100% verified are happier
B07DHF2LTY,100% verified are happier
B07DHFCTGK,100% verified are happier
B07DHJLFLJ,0% non-verified are happier
B07DHJP2ZS,100% verified are happier
B07DHKRT77,Sentiment is neutral for both
B07DHLCPJY,Sentiment is neutral for both
B07DHLDQDV,100% verified are happier
B07DHLHH6F,0% non-verified are happier
B07DHLKQH1,100% verified are happier
B07DHLY7WZ,100% verified are happier
B07DHM7XBB,0% non-verified are happier
B07DHPKVZN,100% verified are happier
B07DHQLL1G,100% verified are happier
B07DHTM77M,0% non-verified are happier
B07DHX49ZH,0% non-verified are happier
B07DHXM7R8,Sentiment is neutral for both
B07DHXVF6J,100% verified are happier
B07DJ19SMQ,100% verified are happier
B07DJ1Q62M,0% non-verified are happier
B07DJ2C42V,0% non-verified are happier
B07DJ2RJ4J,100% verified are happier
B07DJ2XVNH,100% verified are happier
B07DJ39QHT,100% verified are happier
B07DJ5CL8L,100% verified are happier
B07DJ5YWVD,100% verified are happier
B07DJ63S55,100% verified are happier
B07DJ73XZM,100% verified are happier
B07DJ8SVJD,100% verified are happier
B07DJ9K4J7,100% non-verified are happier
B07DJBC1CL,100% verified are happier
B07DJBKMCZ,100% verified are happier
B07DJBLH6B,100% verified are happier
B07DJBXRDP,100% verified are happier
B07DJCFSMQ,100% verified are happier
B07DJJ418D,128% non-verified are happier
B07DJJZNVX,100% verified are happier
B07DJL1HKV,Sentiment is neutral for both
B07DJMCP2S,100% verified are happier
B07DJMMVNF,100% verified are happier
B07DJPHMW9,0% non-verified are happier
B07DJQFPXL,100% verified are happier
B07DJVJ82Q,100% verified are happier
B07DJZTFPV,100% verified are happier
B07DK38NH9,100% verified are happier
B07DK5MHS9,100% verified are happier
B07DK5MNLF,100% verified are happier
B07DK67CGB,0% non-verified are happier
B07DK7PDFH,100% verified are happier
B07DKB718D,100% verified are happier
B07DKBD744,Sentiment is neutral for both
B07DKC5LD7,100% verified are happier
B07DKCYJ6V,100% verified are happier
B07DKDFS6P,100% verified are happier
B07DKG8PX5,79% non-verified are happier
B07DKGH2LD,0% non-verified are happier
B07DKJV1PW,100% verified are happier
B07DKJXRQX,100% verified are happier
B07DKLTZLM,100% verified are happier
B07DKRDPG5,100% verified are happier
B07DKSSXMG,100% verified are happier
B07DKSV8Z9,100% verified are happier
B07DKSY14M,0% non-verified are happier
B07DKW58CK,0% non-verified are happier
B07DKWH3NR,100% verified are happier
B07DKX644H,100% verified are happier
B07DKXYTWD,100% verified are happier
B07DKZCL7Z,Sentiment is neutral for both
B07DKZP54X,100% verified are happier
B07DKZZPMK,100% verified are happier
B07DL13KQV,100% verified are happier
B07DL1L3M7,0% non-verified are happier
B07DL2ZQBP,100% verified are happier
B07DL3DR2D,100% verified are happier
B07DL43VG6,100% verified are happier
B07DL4FRTK,100% verified are happier
B07DL5SJXV,100% verified are happier
B07DL6Z36H,100% verified are happier
B07DL7QM4Y,100% verified are happier
B07DL7V9X5,100% verified are happier
B07DL8TYB6,100% verified are happier
B07DL8ZTMB,100% verified are happier
B07DL94ZFS,100% verified are happier
B07DLBBV3Y,100% verified are happier
B07DLBCLNC,Sentiment is neutral for both
B07DLBJKMR,100% verified are happier
B07DLBNHYB,100% verified are happier
B07DLBZWXS,100% verified are happier
B07DLC8CQZ,100% non-verified are happier
B07DLCCX2Z,77% verified are happier
B07DLCDT3N,100% verified are happier
B07DLCNKPF,0% non-verified are happier
B07DLD5J8X,100% non-verified are happier
B07DLDMFMJ,100% verified are happier
B07DLDPKRH,100% verified are happier
B07DLF8HKR,100% verified are happier
B07DLFRP8F,100% verified are happier
B07DLG7YG8,100% verified are happier
B07DLJM1K5,100% verified are happier
B07DLK5ZJL,100% verified are happier
B07DLKDMKW,100% verified are happier
B07DLR23YM,100% verified are happier
B07DLRN5F2,100% verified are happier
B07DLS3Z7Q,100% non-verified are happier
B07DLSPGLZ,0% non-verified are happier
B07DLSSQQY,100% verified are happier
B07DLTJFJ7,100% verified are happier
B07DLV8358,Sentiment is neutral for both
B07DLW4K6W,100% verified are happier
B07DLXNDW6,100% verified are happier
B07DM16T2D,100% verified are happier
B07DM18W85,100% verified are happier
B07DM1G12B,100% verified are happier
B07DM1SMMK,100% non-verified are happier
B07DM2GS87,100% verified are happier
B07DM4BGCQ,100% verified are happier
B07DM4WHVB,100% verified are happier
B07DM62HDJ,Sentiment is neutral for both
B07DM62Q4N,100% verified are happier
B07DM7PXPG,100% verified are happier
B07DM7XFF3,0% verified are happier
B07DM8NLDQ,100% verified are happier
B07DM93SQF,100% verified are happier
B07DM9X8HQ,100% verified are happier
B07DMBCWB6,100% verified are happier
B07DMD6T4K,Sentiment is neutral for both
B07DMD8M5T,100% verified are happier
B07DMDBPJS,100% verified are happier
B07DMF7722,100% verified are happier
B07DMF7964,100% verified are happier
B07DMFBFR4,100% verified are happier
B07DMFDYCF,100% verified are happier
B07DMH3TCG,100% verified are happier
B07DMH4H4R,100% verified are happier
B07DMPHZ73,100% verified are happier
B07DMS2QNL,100% verified are happier
B07DMZ4B7N,100% verified are happier
B07DMZPQFZ,100% verified are happier
B07DMZWYXV,100% verified are happier
B07DN2PYLC,100% verified are happier
B07DN46WFG,100% verified are happier
B07DN5C35C,0% non-verified are happier
B07DN61V6D,100% verified are happier
B07DN6W9Z1,100% verified are happier
B07DN6YC9T,0% non-verified are happier
B07DN7LCNW,100% verified are happier
B07DN7X9FR,100% verified are happier
B07DN8LMVG,100% verified are happier
B07DN8RD9P,Sentiment is neutral for both
B07DN9W9H4,100% verified are happier
B07DNBCLMG,100% verified are happier
B07DND2LDR,100% non-verified are happier
B07DND71FL,100% verified are happier
B07DNFP473,100% verified are happier
B07DNG2M3S,89% verified are happier
B07DNJ1HX8,100% verified are happier
B07DNJQRFJ,100% verified are happier
B07DNK9BM3,100% verified are happier
B07DNKKY9Q,100% verified are happier
B07DNL8MNS,100% verified are happier
B07DNLGKLK,0% non-verified are happier
B07DNLKW52,100% verified are happier
B07DNNKGH8,100% verified are happier
B07DNNKMXM,100% verified are happier
B07DNP5328,100% verified are happier
B07DNQ12CZ,0% non-verified are happier
B07DNQWF2M,Sentiment is neutral for both
B07DNRLD6C,100% verified are happier
B07DNVHPWP,100% verified are happier
B07DNWC55B,100% verified are happier
B07DNWZLHP,100% verified are happier
B07DNX2SQW,100% verified are happier
B07DNX4F4C,100% verified are happier
B07DNX8Q2T,100% verified are happier
B07DNXWC18,100% verified are happier
B07DNXXC9D,100% verified are happier
B07DNY9XFT,100% verified are happier
B07DNYC735,0% non-verified are happier
B07DNYL2K8,100% verified are happier
B07DP1K8ZQ,100% verified are happier
B07DP5J1GV,Sentiment is neutral for both
B07DP5TVXC,100% verified are happier
B07DP6WT8R,83% verified are happier
B07DP8TJVP,100% verified are happier
B07DP95SYP,0% non-verified are happier
B07DP9JBVN,100% verified are happier
B07DPB3P9V,100% verified are happier
B07DPC4BGF,100% verified are happier
B07DPDD3JB,100% verified are happier
B07DPDJNDB,100% verified are happier
B07DPDVFJH,100% verified are happier
B07DPF4PLP,Sentiment is neutral for both
B07DPF8QRZ,100% verified are happier
B07DPFJNQ8,100% verified are happier
B07DPFS2L6,Sentiment is neutral for both
B07DPG2LC7,100% verified are happier
B07DPG6JKZ,100% verified are happier
B07DPGG3FT,100% verified are happier
B07DPGG7FN,100% verified are happier
B07DPGP4W7,Sentiment is neutral for both
B07DPGRRTT,100% verified are happier
B07DPGTWY8,100% verified are happier
B07DPGWWM7,100% verified are happier
B07DPGYF5F,100% verified are happier
B07DPHD85V,100% verified are happier
B07DPHN4WL,100% verified are happier
B07DPJ3J54,Sentiment is neutral for both
B07DPJNYCR,Sentiment is neutral for both
B07DPJS6DZ,100% verified are happier
B07DPK6XX4,100% verified are happier
B07DPL35CZ,100% verified are happier
B07DPM1YM3,100% verified are happier
B07DPMCJXV,100% verified are happier
B07DPN7HP3,100% verified are happier
B07DPPLTZ9,80% verified are happier
B07DPQJQ2L,100% verified are happier
B07DPT3BP4,100% non-verified are happier
B07DPV68PV,Sentiment is neutral for both
B07DPVQ43F,100% verified are happier
B07DPW23YG,0% non-verified are happier
B07DQ56W9Z,100% verified are happier
B07DQ9Q4JG,100% verified are happier
B07DQBC6YD,100% verified are happier
B07DQBC9YY,100% verified are happier
B07DQCCV8W,100% verified are happier
B07DQDHRMB,100% verified are happier
B07DQDR2B8,0% non-verified are happier
B07DQFHTVS,100% verified are happier
B07DQG9XB4,Sentiment is neutral for both
B07DQGM32P,100% verified are happier
B07DQGT2JH,100% verified are happier
B07DQGWHX5,0% non-verified are happier
B07DQHD4J9,100% verified are happier
B07DQHD4WW,100% verified are happier
B07DQHD5RT,0% non-verified are happier
B07DQJBZJ7,100% verified are happier
B07DQJLY5V,100% verified are happier
B07DQJYRWH,100% verified are happier
B07DQK3F5T,100% verified are happier
B07DQL2KC7,100% verified are happier
B07DQMS2L6,0% non-verified are happier
B07DQNLBKJ,-34% non-verified are happier
B07DQP3KBM,100% verified are happier
B07DQQZHJ8,100% verified are happier
B07DQRB6XV,100% verified are happier
B07DQSKH3J,0% non-verified are happier
B07DQW6V6B,0% non-verified are happier
B07DQYHDJ6,100% verified are happier
B07DQYRFPX,100% verified are happier
B07DR426FC,0% non-verified are happier
B07DR44RMK,100% verified are happier
B07DR5VMZ5,100% verified are happier
B07DR7XBLZ,100% verified are happier
B07DR81LH1,100% verified are happier
B07DR8TK81,100% verified are happier
B07DR944WW,100% verified are happier
B07DRB6QMD,100% verified are happier
B07DRB8714,0% non-verified are happier
B07DRCC9HB,100% verified are happier
B07DRDHHH4,100% verified are happier
B07DRF7N3S,100% verified are happier
B07DRGBYM3,100% verified are happier
B07DRKRMXW,0% non-verified are happier
B07DRMR6VV,Sentiment is neutral for both
B07DRNCLQB,100% verified are happier
B07DRP4S5Y,100% verified are happier
B07DRPGV3Z,0% verified are happier
B07DRQ5DLV,0% verified are happier
B07DRQ9ZW9,100% verified are happier
B07DRQLP2S,100% verified are happier
B07DRYSNZC,0% non-verified are happier
B07DS2G279,Sentiment is neutral for both
B07DS719XT,100% verified are happier
B07DS979RX,100% verified are happier
B07DS9ZFCD,100% verified are happier
B07DSBVCWY,100% verified are happier
B07DSDBTST,100% verified are happier
B07DSDS11S,100% verified are happier
B07DSN2VNB,0% non-verified are happier
B07DSW6YDS,100% verified are happier
B07DSY3GGH,100% verified are happier
B07DSYXX41,0% non-verified are happier
B07DT1RXKK,100% verified are happier
B07DT5FHY4,100% verified are happier
B07DT6N59Y,100% verified are happier
B07DT7FQJ3,100% verified are happier
B07DT7J7BS,100% verified are happier
B07DT9H61H,0% non-verified are happier
B07DTMKTRN,100% verified are happier
B07DTWSGX6,0% non-verified are happier
B07DTY5FB8,0% non-verified are happier
B07DV11VPM,100% verified are happier
B07DV4WG46,100% verified are happier
B07DV5YSQY,100% verified are happier
B07DV978JW,100% verified are happier
B07DVBW2JZ,100% verified are happier
B07DVD6C5C,100% verified are happier
B07DVHDSYJ,100% verified are happier
B07DVJW5QD,100% verified are happier
B07DVMML8N,100% verified are happier
B07DVMN9R6,100% verified are happier
B07DVMV1YL,100% verified are happier
B07DVN4DR8,100% verified are happier
B07DVNJ5Q9,100% verified are happier
B07DVQNPJ6,Sentiment is neutral for both
B07DVR3NMS,0% non-verified are happier
B07DVT1SMF,Sentiment is neutral for both
B07DVTQN7X,100% non-verified are happier
B07DVVHQFB,100% verified are happier
B07DVVT8W2,100% verified are happier
B07DVVWP5T,100% verified are happier
B07DVX841V,0% non-verified are happier
B07DVY4KJZ,100% verified are happier
B07DVY4WXD,100% verified are happier
B07DW28JT3,100% verified are happier
B07DW31WBT,100% verified are happier
B07DW3HR27,0% non-verified are happier
B07DW45GWR,100% verified are happier
B07DW4J74J,100% verified are happier
B07DW4X7W9,100% verified are happier
B07DW5RKFK,100% verified are happier
B07DW6R2XP,100% verified are happier
B07DW74MWC,Sentiment is neutral for both
B07DW8WBBH,100% verified are happier
B07DW98TPN,100% verified are happier
B07DW9TNNV,100% verified are happier
B07DW9YL68,100% non-verified are happier
B07DWB4GXM,Sentiment is neutral for both
B07DWBFTW2,100% verified are happier
B07DWCRHG1,100% verified are happier
B07DWF2H2Q,100% verified are happier
B07DWFF3W9,0% non-verified are happier
B07DWGC3B1,Sentiment is neutral for both
B07DWGF17S,100% verified are happier
B07DWH9QHZ,100% verified are happier
B07DWHWXXQ,100% verified are happier
B07DWKWLW1,100% verified are happier
B07DWLB8D7,100% verified are happier
B07DWLKSRJ,100% verified are happier
B07DWLYGKH,78% verified are happier
B07DWM2XSS,100% verified are happier
B07DWMTKVF,100% verified are happier
B07DWNG4BG,100% verified are happier
B07DWPFLL7,100% verified are happier
B07DWPSP4C,100% verified are happier
B07DWQCNXH,100% verified are happier
B07DWR4RBB,0% non-verified are happier
B07DWRNL54,100% verified are happier
B07DWSJ3QJ,100% verified are happier
B07DWT7144,100% verified are happier
B07DWV1P7B,0% non-verified are happier
B07DWVGJFJ,100% verified are happier
B07DWVVMQ3,0% non-verified are happier
B07DWWDDZF,100% verified are happier
B07DWX4XMK,100% verified are happier
B07DWY44X8,100% verified are happier
B07DWYFGWS,100% verified are happier
B07DWZCH61,100% verified are happier
B07DX5BYQ8,100% verified are happier
B07DX835DN,100% verified are happier
B07DX95KP2,100% verified are happier
B07DXB3Z6C,Sentiment is neutral for both
B07DXBKJ9W,100% verified are happier
B07DXBMVD2,100% verified are happier
B07DXCVK8G,100% non-verified are happier
B07DXDVSL9,100% non-verified are happier
B07DXF97BR,100% verified are happier
B07DXFZ6TQ,100% verified are happier
B07DXH36PS,100% verified are happier
B07DXHXT4N,100% verified are happier
B07DXJTQDQ,100% verified are happier
B07DXK7JZC,100% verified are happier
B07DXKQQR9,100% verified are happier
B07DXLMVDP,100% verified are happier
B07DXQCL5T,0% non-verified are happier
B07DXQG3H9,100% verified are happier
B07DXQK8GL,0% non-verified are happier
B07DXR6QKZ,100% verified are happier
B07DXS46QN,0% non-verified are happier
B07DXYYVD2,0% non-verified are happier
B07DY3H2XX,100% verified are happier
B07DY6CMBX,Sentiment is neutral for both
B07DYB1Y4Z,100% verified are happier
B07DYDQ1VF,0% verified are happier
B07DYDZML7,100% verified are happier
B07DYF3GVS,Sentiment is neutral for both
B07DYHWVTL,100% verified are happier
B07DYHZ4L3,100% verified are happier
B07DYJ7S7T,100% verified are happier
B07DYQBHTH,100% verified are happier
B07DYT5CC7,100% verified are happier
B07DYTFJJM,0% non-verified are happier
B07DYTRG8T,100% verified are happier
B07DYVX24G,100% verified are happier
B07DZ76HCV,100% verified are happier
B07DZ9N6CT,100% verified are happier
B07DZC5QYV,100% verified are happier
B07DZFBV4T,100% verified are happier
B07DZLGDC1,100% verified are happier
B07DZQTNZH,100% verified are happier
B07DZRVY1X,100% verified are happier
B07DZVR39Y,100% verified are happier
B07DZX4CPW,Sentiment is neutral for both
B07DZYRLN9,0% non-verified are happier
B07DZYS3C3,100% verified are happier
B07F14WJPF,100% verified are happier
B07F1797GN,0% non-verified are happier
B07F17DPJ6,100% verified are happier
B07F17JQHK,100% verified are happier
B07F18H6W5,100% non-verified are happier
B07F18W9BT,100% verified are happier
B07F1B2WVL,100% verified are happier
B07F1BXDT1,100% verified are happier
B07F1C252R,100% verified are happier
B07F1F87S2,100% verified are happier
B07F1H42PK,100% verified are happier
B07F1HPRPJ,100% verified are happier
B07F1JV1FS,Sentiment is neutral for both
B07F1K68M5,0% non-verified are happier
B07F1MPVNQ,100% verified are happier
B07F1PTFXS,0% non-verified are happier
B07F1Q3YQK,100% verified are happier
B07F1S1X96,100% verified are happier
B07F1S3FMV,100% verified are happier
B07F1S64GC,0% non-verified are happier
B07F1SNQV9,Sentiment is neutral for both
B07F1T7ML7,100% verified are happier
B07F1WKBB6,100% verified are happier
B07F1X5GFJ,100% verified are happier
B07F1XRHR4,Sentiment is neutral for both
B07F1YFZT4,100% verified are happier
